aiddata_id,aiddata_2_id,year,donor,donor_iso,donor_region,implementing_agency,financing_agency,crs_bi_multi,recipient,recipient_iso,recipient_region,start_date,end_date,commitment_date,planned_start_date,planned_end_date,title,short_description,long_description,donor_project_id,donor_secondary_id,aiddata_sector_code,aiddata_sector_name,aiddata_purpose_code,aiddata_purpose_name,aiddata_activity_codes,aiddata_activity_names,flow_name,crs_sector_code,crs_sector_name,crs_purpose_code,crs_purpose_name,coalesced_purpose_code,coalesced_purpose_name,commitment_amount_usd_constant,total_project_cost,crs_trade,crs_climate,crs_biodiversity,crs_gender,crs_environment,crs_desertification,pdgg,channel_code,finance_t,associated_financing,future_ds_principal_amount_usd_nominal,future_ds_interest_amount_usd_nominal,received_amount_usd_nominal,irtc_amount_usd_nominal,untied_amount_usd_nominal,tied_amount_usd_nominal,partial_tied_amount_usd_nominal,finance_t,arrears_interest_amount_usd_nominal,arrears_principal_amount_usd_nominal,initial_report,ftc,repay_type,outstanding_amount_usd_nominal,interest_amount_usd_nominal,expert_commitment_amount_usd_nominal,export_credit_amount_usd_nominal,expert_extended_amount_usd_nominal,additional_info,source,source_detail
83456377,27371706,2003,Sweden,SE,Europe,,SIDA,,Belarus,BY,Europe,,,1/1/2003,,,EXPERT MISSION GENDER,EXPERT MISSION GENDER,"SPRÅNGBRÄDAN WILL PERFORM A STUDY MISSION TO BELARUS ON DECEMBER 1-5, 2003, TO STUDY THE PREREQUISITES FOR A GENDER PROJECT. IT WILL IDENTIFY AND SELECT GENDER PROBLEMS, WHICH COULD BE APPROACHED IN A PROJECT, AS WELL AS A BELARUSIAN PROJECT PART",76002899,20031730,151,"Government and civil society, general",15150,Strengthening civil society,42010.01|15150.09,"Women in development, activity unspecified or does not fit elsewhere in group|Women's equality organisations and institutions",ODA Grants,,,15162,HUMAN RIGHTS,15150,Strengthening civil society,40478,0,,,,2,0,,2,,,,0,0,0,0,28471.7,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83456494,27376180,2003,Germany,DE,Europe,,L G,,Belarus,BY,Europe,,,1/1/2003,,,FED. STATES CONTRIBUTIONS: VOCATIONAL TRAINING,FED. STATES CONTRIBUTIONS: VOCATIONAL TRAINING,,199727041,20037466,113,Secondary education,11330,Vocational training,16020.05|16010.05,Employment support programs|Support for vulnerable groups,ODA Grants,113,I.1.c. Secondary Education,11330,VOCATIONAL TRAINING,11330,Vocational training,3140,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83458210,27463210,2004,United States,US,North & Central America,,MISC,,Belarus,BY,Europe,,,1/1/2004,,,'SPECIAL AMERICAN BUSINESS INTERNSHIP TRAINING PROGRAM - REGIONAL','SPECIAL AMERICAN BUSINESS INTERNSHIP TRAINING PROGRAM - REGIONAL',"'MANAGEMENT TRAINING IN TIMBER FOR RUSSIAN FAR EAST, MINING FOR CENTRAL ASIA, AND FOOD PROCESSING AND PACKAGING FOR WESTERN NIS.'",04CSB00005,40816,114,Post-secondary education,11430,Advanced technical and managerial training,16010.07|91010.01,Culture and recreation|All items relating to otherwise unspecified adminstrative costs of donors,ODA Grants,114,I.1.d. Post-Secondary Education,11430,ADVANCED TECH. & MANAGERIAL TRAINING,11430,Advanced technical and managerial training,10541,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83458600,27478650,2004,European Communities (EC),,Europe,,CEC,,Belarus,BY,Europe,,,1/1/2004,,,'GA ''''AKHOVA PTUSHAK BELARUSI'''' - ENABLING APB-BIRDLIFE BELARUS TO PLAY AN ACTIVE..','ENABLING APB-BIRDLIFE BELARUS TO PLAY AN ACTIVE ROLE',,SI2.388677.1.001,46548,410,General environmental protection,,,,,ODA Grants,410,IV.1. General Environment Protection,41030,BIO-DIVERSITY,41030,Bio-diversity,30882,0,,,,0,2,,0,,,,0,0,0,0,0,0,24774.4998932,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83459263,27018566,1999,United Nations Development Programme (UNDP),,Multilaterals,,,,Belarus,BY,Europe,,,1/1/1999,,,GATT/WTO ACCESSION,GATT/WTO ACCESSION,,BYE94003,19990516,331,Trade policy and regulations,,,,,ODA Grants,331,III.3.a. Trade Policies & Regulations,33110,TRADE POLICY AND ADMIN. MANAGEMENT,33110,Trade policy and administrative management,21285,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83462773,26963250,1997,United States,US,North & Central America,,AID,,Belarus,BY,Europe,,,1/1/1997,,,NIS EXCHANGES AND TRAINING,CROSS CUTTING PGM:EXCHANGES&TRNG,,110-0012,19971094,430,Other,,,,,ODA Grants,430,IV.2. Other Multisector,43010,MULTISECTOR AID,43010,Multisector aid,72395,0,,,,,,,,,,,0,0,0,0,0,54000,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83464372,27039857,1999,United Nations Development Programme (UNDP),,Multilaterals,,,,Belarus,BY,Europe,,,1/1/1999,,,EXTERNAL DEBT MANAGEMENT,EXTERNAL DEBT MANAGEMENT,,BYE94002,19992840,600,Action relating to debt,,,,,ODA Grants,600,VII. Action Relating to Debt,60010,ACTION RELATING TO DEBT,60010,Action relating to debt,34777,0,,,,,,,,,,,0,0,0,0,23059,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83464489,27040659,1999,United States,US,North & Central America,,AID,,Belarus,BY,Europe,,,1/1/1999,,,ASSISTANCE FOR THE NEW INDEPENDENT STATES,CROSS-CUTTING PROGRAMS: BUSINESS SERVICES,Cross-cutting programs,104S4.2,19991085,250,Business and other services,25010,Business support services and institutions,14040.04|31140.04,Dams and reservoirs|Hydraulic structures,ODA Grants,250,II.5. Business & Other Services,25010,BUSINESS SUPPORT SERVICES & INSTITUTIONS,25010,Business support services and institutions,8082621,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83468389,27235069,2001,United States,US,North & Central America,,MISC,,Belarus,BY,Europe,,,1/1/2001,,,CRITICAL PRIVATE MARKETS EXPANDED AND STRENGTHENED,BUSINESS: CRITICAL PRIVATE MARKETS EXPANDED & STRENGTHENED,Critical private markets expanded and strengthened USAID 632(a) Inter-Agency Fund Transfers Private Markets/Poverty Mitigation Trade Capacity Development 1: Broad-based economic growth and agricultural development encouraged 1.1: Critical private market,113-TRF-NS-EGTC,20017933,250,Business and other services,,,,,ODA Grants,250,II.5. Business & Other Services,25010,BUSINESS SUPPORT SERVICES & INSTITUTIONS,25010,Business support services and institutions,28737,0,,,,0,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83469793,27309424,2002,Germany,DE,Europe,,L G,,Belarus,BY,Europe,,,1/1/2002,,,FED. STATES CONTRIBUTIONS,FED. STATES CONTRIBUTIONS,,199649831,20017535,210,Transport and storage,21005,"Transport and Storage, purpose unspecified or does not fit under any other applicable codes",21005.01,"Transport and Storage, activity unspecified or does not fit under any other applicable codes",ODA Grants,160,I.6. Other Social Infrastructure & Services,16010,SOCIAL/WELFARE SERVICES,21005,"Transport and Storage, purpose unspecified or does not fit under any other applicable codes",151081,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83469871,27310801,2002,Germany,DE,Europe,,L G,,Belarus,BY,Europe,,,1/1/2002,,,FED. STATES CONTRIBUTIONS,FED. STATES CONTRIBUTIONS,,200227348,20027539,210,Transport and storage,21005,"Transport and Storage, purpose unspecified or does not fit under any other applicable codes",21005.01,"Transport and Storage, activity unspecified or does not fit under any other applicable codes",ODA Grants,430,IV.2. Other Multisector,43010,MULTISECTOR AID,21005,"Transport and Storage, purpose unspecified or does not fit under any other applicable codes",197,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83470885,27367488,2003,Netherlands,NL,Europe,,MFA,,Belarus,BY,Europe,,,1/1/2003,,,BY/KAP/03/10,FREE FLOW OF INFORMATION,NARODNAYA VOLYA - ONTWIKKELING LANDELIJKE KRANT,5912,200300049,220,Communications,22030,Radio/television/print media,22030.03|43040.01,"Print media activities|Rural development, activity unspecified or does not fit elsewhere in this group ",ODA Grants,,,15163,FREE FLOW OF INFORMATION,22030,Radio/television/print media,17879,0,,,,0,0,,2,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83471704,27411293,2004,France,FR,Europe,,MAE,,Belarus,BY,Europe,,,1/1/2004,,,'FORMATIONS D'ENSEIGNANTS ET DE FORMATEURS DE FRANÇAIS.','FORMATIONS D'ENSEIGNANTS ET DE FORMATEURS DE FRANÇAIS.',,BIE-2C2-017,44272,111,"Education, level unspecified",,,,,ODA Grants,111,"I.1.a. Education, Level Unspecified",11130,TEACHER TRAINING,11130,Teacher training,43983,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83472640,27095755,2000,France,FR,Europe,,MAE,,Belarus,BY,Europe,,,1/1/2000,,,,COMMUNICATIONS POLICY & ADMIN. MGMT,,,20005479,220,Communications,,,,,ODA Grants,220,II.2. Communications,22010,COMMUNICATIONS POLICY & ADMIN. MGMT,22010,Communications policy and administrative management,6728,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83474122,10452564,1995,Switzerland,CH,Europe,,SDC,,Belarus,BY,Europe,,,1/1/1995,,,,EMERGENCY/DISTRESS RELIEF,,,19959425,720,Emergency response,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,ODA Grants,720,VIII.1. Emergency Response,72010,EMERGENCY/DISTRESS RELIEF,72010,Material relief assistance and services,385339,0,,,,,,,,,,,0,0,0,0,252912.8,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83475721,26973403,1998,France,FR,Europe,,MAE,,Belarus,BY,Europe,,,1/1/1998,,,,COOP. CULTURELLE & FRANCAIS,,2A2,19984873,160,Other social infrastructure and services,16010,Social/ welfare services,16010.07,Culture and recreation,ODA Grants,,,16061,CULTURE AND RECREATION,16010,Social/ welfare services,86216,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83476072,26998398,1998,United Kingdom,GB,Europe,,DFID,,Belarus,BY,Europe,,,1/1/1998,,,NEW BIRD CONSERVATION NGO,NEW BIRD CONSERVATION NGO,,267501009,19980621,410,General environmental protection,,,,,ODA Grants,410,IV.1. General Environment Protection,41010,ENVIRONMENTAL POLICY AND ADMIN. MGMT,41010,Environmental policy and administrative management,8541,0,,,,0,2,,0,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83479894,27175167,2001,Switzerland,CH,Europe,,SDC,,Belarus,BY,Europe,,,1/1/2001,,,BELARUS/GREEN CROSS: THERAPIEC,BELARUS/GREEN CROSS: THERAPY CAMPS,,7F - 01544.01,20010263,121,"Health, general",,,,,ODA Grants,121,"I.2.a. Health, General",12110,HEALTH POLICY & ADMIN. MANAGEMENT,12110,Health policy and administrative management,363426,0,,,,,,,,,,,0,0,0,0,172505.8,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83480245,27183556,2001,Sweden,SE,Europe,,SIDA,,Belarus,BY,Europe,,,1/1/2001,,,EVALUATION FORUM SYD,CIVIL SOCIETY: EVALUATION FORUM SYD,Evaluation of Forum Syd's Belarusian NGO-programme. A preparatory study in Sweden will be conducted followed by field research during one week in Belarus. The focus of the evaluation will be on the results in Belarus and a recommendation for f,76001657,20011008,151,"Government and civil society, general",15150,Strengthening civil society,92030.01|15150.01,"All support to local and regional NGOs activities|Strengthening civil society, activity unspecified or does not fit elsewhere in group",ODA Grants,151,I.5.a. Government & Civil Society-general,15150,STRENGTHENING CIVIL SOCIETY,15150,Strengthening civil society,30867,0,,,,0,0,,2,,,,0,0,0,0,16443.6,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83481922,27255949,2002,Sweden,SE,Europe,,SIDA,,Belarus,BY,Europe,,,1/1/2002,,,TEENAGERS AGAINST DRUGS,TEENAGERS AGAINST DRUGS,"THE SWEDISH NATIONAL ASSOCIATION FOR DRUG FREE SOCIETY (RNS) TOGETHER WITH THE PINSK-BASED NGO KALEGIUM WILL IMPLEMENT. THE OBJECTIVES ARE TO DIMINISH THE DRUG PROBLEMS AMONG YOUNG PEOPLE IN PINSK AND OTHER REGIONS IN BELARUS, BY SUCCESSFULLY PROVOKING",76001978,20021537,121,"Health, general",12191,Medical services,16010.05|12191.09,Support for vulnerable groups|Drug and substance abuse control and counseling,ODA Grants,,,16063,NARCOTICS CONTROL,12191,Medical services,268284,0,,,,1,0,,2,,,,0,0,0,0,154305.1,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83482195,27272722,2002,United States,US,North & Central America,,AID,,Belarus,BY,Europe,,,1/1/2002,,,BEL  SO 2.1 CITIZEN PARTICIPATION,CITIZEN PARTICIPATION,BEL SO 2.1 CITIZEN PARTICIPATION,113021-1093-M,20021784,151,"Government and civil society, general",15150,Strengthening civil society,15150.01|15150.02,"Strengthening civil society, activity unspecified or does not fit elsewhere in group|Community participation and development",ODA Grants,151,I.5.a. Government & Civil Society-general,15150,STRENGTHENING CIVIL SOCIETY,15150,Strengthening civil society,2880804,0,,,,,,,2,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83482585,27293769,2002,Germany,DE,Europe,,GTZ,,Belarus,BY,Europe,,,1/1/2002,,,ECONOMIC AND SOCIAL CHANGE BELARUS - PILOT PHASE 2002,ECONOMIC AND SOCIAL CHANGE BELARUS - PILOT PHASE 2002,,200248021,20026919,151,"Government and civil society, general",15110,Economic and development policy/planning,15110.05|15110.02,"Development planning and preparation of structural reforms|Macro-economic, fiscal and monetary policy and planning",ODA Grants,151,I.5.a. Government & Civil Society-general,15110,ECONOMIC AND DEVELOPMENT POLICY/PLANNING,15110,Economic and development policy/planning,1511870,0,,,,0,0,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83482624,27294127,2002,Norway,NO,Europe,,MFA,,Belarus,BY,Europe,,,1/1/2002,,,BARNESANATORIET I OSTROSHITSKY GORODOK WRU,BASIC HEALTH INFRASTRUCTURE,,3010250,20024311,122,Basic health,,,,,ODA Grants,122,I.2.b. Basic Health,12230,BASIC HEALTH INFRASTRUCTURE,12230,Basic health infrastructure,8351,0,,,,0,0,,0,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83484847,27415381,2004,Switzerland,CH,Europe,,SDC,,Belarus,BY,Europe,,,1/1/2004,,,'COORDINATION HUMANITARIAN AID PROGRAM','COORDINATION HUMANITARIAN AID PROGRAM','COORDINATION HUMANITARIAN AID PROGRAM',7F-01533.04.01,11273,720,Emergency response,72050,Relief co-ordination; protection and support services,72050.01,Relief co-ordination; protection and support services,ODA Grants,720,VIII.1. Emergency Response,72010,EMERGENCY/DISTRESS RELIEF,72050,Relief co-ordination; protection and support services,610440,0,,,,,,,,,,,0,0,0,0,402349.7,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83485549,10464379,1995,Italy,IT,Europe,,OGPI,,Belarus,BY,Europe,,,1/1/1995,,,EXPERTS AND SCHOLARSHIPS,EXPERTS/SCHOLARSHIPS,,006015/01/0,19953220,114,Post-secondary education,11420,Higher education,72040.01,All emergency food aid items or activities,ODA Grants,114,I.1.d. Post-Secondary Education,11420,HIGHER EDUCATION,11420,Higher education,13518,0,,,,,,,,,,,0,0,0,0,0,7980.4,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83485588,27449439,2004,Sweden,SE,Europe,,SIDA,,Belarus,BY,Europe,,,1/1/2004,,,'MISSION AGRICULTURE','MISSION AGRICULTURE',"'MR INGEMAR NILSSON WILL STUDY THE PREREQUISITES FOR AN AGRICULTURE PROJECT IN BELARUS DURING AN EXPERT MISSION IN SUMMER AND AUTUMN OF 2004. THE AIM IS TO IDENTIFY AND SELECT AGRICULTURE PROBLEMS, WHICH COULD BE APPROACHED IN A PROJECT, AS WELL AS",76003123,41144,311,Agriculture,31105,"Agriculture, purpose unspecified or does not fit under any other applicable codes",31105.01,"Agriculture, activity unspecified or does not fit under any other applicable codes",ODA Grants,311,III.1.a. Agriculture,31110,AGRICULTURAL POLICY & ADMIN. MGMT,31105,"Agriculture, purpose unspecified or does not fit under any other applicable codes",73314,0,,,,1,0,,1,,,,0,0,0,0,57168.5,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83486407,27478214,2004,Sweden,SE,Europe,,SIDA,,Belarus,BY,Europe,,,1/1/2004,,,'BELARUS/PARLIAMENT/04','BELARUS/PARLIAMENT/04',,78000154,41085,151,"Government and civil society, general",15140,Government administration ,15140.03,Systems of government,ODA Grants,,,15161,ELECTIONS,15140,Government administration ,96181,0,,,,0,0,,2,,,,0,0,0,0,74999.7,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83488396,26935558,1996,Switzerland,CH,Europe,,SDC,,Belarus,BY,Europe,,,1/1/1996,,,,EMERGENCY/DISTRESS RELIEF,,,19969421,720,Emergency response,72010,Material relief assistance and services,72010.01,All non-food relief items and assistance,ODA Grants,720,VIII.1. Emergency Response,72010,EMERGENCY/DISTRESS RELIEF,72010,Material relief assistance and services,156116,0,,,,,,,,,,,0,0,0,0,98171.2,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83490736,27037025,1999,United Nations Development Programme (UNDP),,Multilaterals,,,,Belarus,BY,Europe,,,1/1/1999,,,POVERTY PREVENTION,POVERTY PREVENTION,,BYE98002,19991574,510,General budget support,51010,General budget support,51010.05,General program assistance,ODA Grants,160,I.6. Other Social Infrastructure & Services,16010,SOCIAL/WELFARE SERVICES,51010,General budget support,19476,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83491516,27070014,1999,United Nations Development Programme (UNDP),,Multilaterals,,,,Belarus,BY,Europe,,,1/1/1999,,,PENSION REFORM,PENSION REFORM,,BYE99001,19991608,160,Other social infrastructure and services,16010,Social/ welfare services,16020.06|16010.04,Occupational safety and health|Social security and other social schemes,ODA Grants,160,I.6. Other Social Infrastructure & Services,16010,SOCIAL/WELFARE SERVICES,16010,Social/ welfare services,62186,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83493817,27185116,2001,France,FR,Europe,,MAE,,Belarus,BY,Europe,,,1/1/2001,,,PROPRIÉTÉS ÉLECTRONIQUES DE NANOSTRUCTURES ORGANISÉES DE SILICIUM,PROPRIÉTÉS ÉLECTRONIQUES DE NANOSTRUCTURES ORGANISÉES DE SILICIUM,,,20016944,321,Industry,,,,,ODA Grants,321,III.2.a. Industry,32182,TECHNOLOGICAL RESEARCH & DEVELOPMENT,32182,Technological research and development,21642,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83494987,27236130,2001,France,FR,Europe,,MAE,,Belarus,BY,Europe,,,1/1/2001,,,DISPOSITIF D'APPUI À LA DIFFUSION DU LIVRE ET DE L'ECRIT,DISPOSITIF D'APPUI À LA DIFFUSION DU LIVRE ET DE L'ECRIT,,,20015664,160,Other social infrastructure and services,,,,,ODA Grants,,,16061,CULTURE AND RECREATION,16010,Social/ welfare services,26636,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83495260,27251889,2002,Canada,CA,North & Central America,,CIDA,,Belarus,BY,Europe,,,1/1/2002,,,PVO,SUPPORT TO NGO'S,,,20029246,920,Support to non- governmental organisations (ngos) and government organizations,92010,Support to national NGOs,14050.02,Municipal and industrial solid waste management,ODA Grants,920,X. Support to NGO's,92010,SUPPORT TO NATIONAL NGO'S,92010,Support to national NGOs,3930,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83495338,27252490,2002,Sweden,SE,Europe,,SIDA,,Belarus,BY,Europe,,,1/1/2002,,,SUPPORT FOR NEWSPRINT,SUPPORT FOR NEWSPRINT: INDEPENDENT REGIONAL NEWSPAPERS,"26 INDEPENDENT REGIONAL NEWSPAPERS ARE MEMBERS, THROUGH THEIR OWNERS/EDITORS-IN-CHIEF, OF THE FUND FOR REGIONAL PRESS DEVELOPMENT (FRPD), WHICH DISTRIBUTES SUPPORT TO NEWSPRINT, THE LARGEST SINGLE COST ITEM. THEREFORE, THE PROJECT FOCUSES ON",76002327,20021542,220,Communications,22030,Radio/television/print media,22030.03,Print media activities,ODA Grants,,,15163,FREE FLOW OF INFORMATION,22030,Radio/television/print media,187799,0,,,,1,0,,2,,,,0,0,0,0,108013.6,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83495611,27265719,2002,United Nations Population Fund (UNFPA),,Multilaterals,,,,Belarus,BY,Europe,,,1/1/2002,,,RH SERV. FOR TEENAGERS & YOUTH,REPRODUCTIVE HEALTH CARE,RH SERV. FOR TEENAGERS & YOUTH ////// COMPONENTS = FAMILY PLANNING: % ; REPRODUCTIVE HEALTH: 100% ; HIV/AIDS: % ; BASIC RESEARCH IN REPROD. HEALTH: %,BYE00P013372,20021562,130,Population policies/ programmes and reproductive health,,,,,ODA Grants,130,I.3. Population Pol./Progr. & Reproductive Health,13020,REPRODUCTIVE HEALTH CARE,13020,Reproductive health care,48539,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83495962,27282190,2002,Switzerland,CH,Europe,,SDC,,Belarus,BY,Europe,,,1/1/2002,,,BELARUS/REHABILITATION KINDERH,CHILDREN ACCOMMODATION & ACCOMMODATION,,7F - 01652.01,20020072,121,"Health, general",,,,,ODA Grants,121,"I.2.a. Health, General",12110,HEALTH POLICY & ADMIN. MANAGEMENT,12110,Health policy and administrative management,62064,0,,,,,,,,,,,0,0,0,0,32117.2,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83497912,27372195,2003,Sweden,SE,Europe,,SIDA,,Belarus,BY,Europe,,,1/1/2003,,,MIGRATION BELARUS,MIGRATION BELARUS,THE SWEDISH MIGRATION BOARD COOPERATES WITH THE BELARUSSIAN MIA CONCERNING THE ASYLUM AND MIGRATION PROCESS. THE PROJECT CONTAINS OF TWO STUDYVISITS TO SWEDEN AND WORKSHOPS IN BELARUS. THE OVERALL AIM OF THE PROJECT IS TO SUPPORT THE RESPONSIBLE,76002675,20031556,130,Population policies/ programmes and reproductive health,13010,Population policy and administrative management,43082.01|13010.05|11120.06,"Research/scientific institutions activities|Migration data|Colloquia, seminars, lectures, etc.",ODA Grants,152,"I.5.b. Conflict, Peace & Security",15230,POST-CONFLICT PEACE BUILDING (UN),13010,Population policy and administrative management,152760,0,,,,1,0,,2,,,,0,0,0,0,107449.7,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83499121,27444118,2004,Austria,AT,Europe,,BM/BWK,,Belarus,BY,Europe,,,1/1/2004,,,'SCHOOL TWINNING PROJECTS','SCHOOL TWINNING PROJECTS','',bm:bwk-044/04,488064,111,"Education, level unspecified",11110,Education policy and administrative management,12220.04,"Supply of drugs, medicines and vaccines (basic)",ODA Grants,111,"I.1.a. Education, Level Unspecified",11110,EDUCATION POLICY & ADMIN. MANAGEMENT,11110,Education policy and administrative management,10711,0,,,,0,0,,0,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83499238,27455883,2004,Japan,JP,Far East Asia,,PC,,Belarus,BY,Europe,,,1/1/2004,,,,'EDUCATION POLICY & ADMIN. MANAGEMENT',,,044823T,111,"Education, level unspecified",,,,,ODA Grants,111,"I.1.a. Education, Level Unspecified",11110,EDUCATION POLICY & ADMIN. MANAGEMENT,11110,Education policy and administrative management,603,0,,,,0,0,,0,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83499433,27483095,2004,Switzerland,CH,Europe,,SDC,,Belarus,BY,Europe,,,1/1/2004,,,'IOM COMB. HUMAN TRAFFICKING','IOM COMB. HUMAN TRAFFICKING','IOM COMB. HUMAN TRAFFICKING',7F-03544.01.01,41434,151,"Government and civil society, general",15150,Strengthening civil society,15130.06|15150.07,Law enforcement and crime prevention|Human rights,ODA Grants,720,VIII.1. Emergency Response,72010,EMERGENCY/DISTRESS RELIEF,15150,Strengthening civil society,91566,0,,,,,,,,,,,0,0,0,0,60352.5,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83500915,26937375,1996,France,FR,Europe,,MAE,,Belarus,BY,Europe,,,1/1/1996,,,,REPRESENTATION CULT. PERSONNEL,,33-90-60,19964032,160,Other social infrastructure and services,16010,Social/ welfare services,16010.07,Culture and recreation,ODA Grants,,,16061,CULTURE AND RECREATION,16010,Social/ welfare services,2068,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83501032,26941956,1996,United States,US,North & Central America,,AID,,Belarus,BY,Europe,,,1/1/1996,,,NIS EXCHANGES AND TRAINING,CROSS CUTTING PGM:EXCHANGES&TRNG,,110-0012,19961103,430,Other,,,,,ODA Grants,430,IV.2. Other Multisector,43010,MULTISECTOR AID,43010,Multisector aid,294693,0,,,,,,,,,,,0,0,0,0,0,216000,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
83503489,27046010,1999,United States,US,North & Central America,,AID,,Belarus,BY,Europe,,,1/1/1999,,,ASSISTANCE FOR THE NEW INDEPENDENT STATES,SPECIAL INITIATIVES: FAMILY PLANNING,Special Initiatives,104S4.1,19991084,130,Population policies/ programmes and reproductive health,13030,Family planning,11420.05|16010.05|11420.03,"Provision of learning materials, equipment, supplies|Support for vulnerable groups|Post-secondary education infrastructure",ODA Grants,130,I.3. Population Pol./Progr. & Reproductive Health,13030,FAMILY PLANNING,13030,Family planning,352048,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Previous Aid Flows,CRS_ONLINE_MAY2011
